,frame,id,bb_left,bb_top,bb_width,bb_height,conf,cls,vis,pos_x,pos_y
28,1,78,1499.61,645.45,22.54000000000019,25.33999999999992,1,1,1.0,1510.88,658.12
29,1,79,1082.43,515.19,21.230000000000015,23.59999999999991,1,1,1.0,1093.045,526.99
30,1,80,1032.48,517.93,15.329999999999927,21.379999999999995,1,1,1.0,1040.145,528.6199999999999
31,1,81,1018.92,513.22,17.33000000000004,19.899999999999977,1,1,1.0,1027.585,523.1700000000001
32,1,82,891.0,474.0,21.0,23.0,1,1,1.0,901.5,485.5
33,1,83,829.0,474.0,19.0,20.0,1,1,1.0,838.5,484.0
34,1,84,899.0,450.0,19.0,23.0,1,1,1.0,908.5,461.5
35,2,46,1694.34,839.09,36.99000000000001,41.25999999999999,1,1,1.0,1712.835,859.72
36,2,47,984.11,609.0,25.860000000000014,29.5,1,1,1.0,997.04,623.75
37,2,48,1189.35,611.69,26.41000000000008,30.25,1,1,1.0,1202.5549999999998,626.815
38,2,49,422.46,791.74,34.01000000000005,37.01999999999998,1,1,1.0,439.46500000000003,810.25
39,2,52,1059.79,611.3,26.559999999999945,33.33000000000004,1,1,1.0,1073.07,627.9649999999999
40,2,53,1265.0,443.0,14.0,17.0,1,1,1.0,1272.0,451.5
41,2,54,1234.2,448.03,17.720000000000027,19.79000000000002,1,1,1.0,1243.06,457.92499999999995
42,2,55,1522.51,514.79,15.900000000000093,17.980000000000018,1,1,1.0,1530.46,523.78
43,2,56,1453.67,598.39,24.92999999999984,29.129999999999995,1,1,1.0,1466.135,612.9549999999999
44,2,57,836.0,530.0,20.0,24.0,1,1,1.0,846.0,542.0
45,2,58,802.62,488.36,17.50999999999999,19.079999999999984,1,1,1.0,811.375,497.9
46,2,59,1027.71,572.55,24.539999999999964,28.470000000000027,1,1,1.0,1039.98,586.785
47,2,61,751.0,474.0,21.0,23.0,1,1,1.0,761.5,485.5
48,2,62,935.51,542.21,23.19000000000005,26.25,1,1,1.0,947.105,555.335
49,2,63,887.73,534.14,19.49000000000001,23.620000000000005,1,1,1.0,897.475,545.95
50,2,64,977.0,566.0,22.0,25.0,1,1,1.0,988.0,578.5
51,2,66,1634.1,682.21,27.2800000000002,29.980000000000015,1,1,1.0,1647.74,697.2
52,2,67,1689.43,673.38,30.220000000000027,33.90999999999997,1,1,1.0,1704.54,690.335
53,2,68,375.82,818.66,40.85000000000002,44.55000000000007,1,1,1.0,396.245,840.935
54,2,69,230.43,817.35,36.46999999999997,42.29999999999996,1,1,1.0,248.665,838.5
55,2,70,1086.85,595.13,24.050000000000185,27.779999999999973,1,1,1.0,1098.875,609.02
56,2,71,968.87,521.34,22.559999999999945,25.67999999999995,1,1,1.0,980.15,534.1800000000001
57,2,72,830.37,456.64,17.620000000000005,18.980000000000015,1,1,1.0,839.1800000000001,466.13
58,2,73,782.0,450.0,22.0,22.0,1,1,1.0,793.0,461.0
59,2,74,786.19,694.86,29.629999999999995,35.34000000000003,1,1,1.0,801.0050000000001,712.53
60,2,75,714.46,686.33,28.69999999999993,31.779999999999973,1,1,1.0,728.81,702.22
61,2,76,1390.63,1026.82,57.25,50.930000000000064,1,1,1.0,1419.255,1052.2849999999999
62,2,77,1112.91,544.0,21.74000000000001,24.590000000000032,1,1,1.0,1123.7800000000002,556.2950000000001
63,2,78,1499.61,645.45,22.54000000000019,25.33999999999992,1,1,1.0,1510.88,658.12
64,2,79,1083.51,515.86,21.230000000000015,23.600000000000023,1,1,1.0,1094.125,527.6600000000001
65,2,80,1033.47,519.75,15.329999999999927,21.379999999999995,1,1,1.0,1041.135,530.44
66,2,81,1018.92,513.22,17.33000000000004,19.899999999999977,1,1,1.0,1027.585,523.1700000000001
67,2,82,891.0,474.0,21.0,23.0,1,1,1.0,901.5,485.5
68,2,83,829.0,474.0,19.0,20.0,1,1,1.0,838.5,484.0
69,2,84,899.0,450.0,19.0,23.0,1,1,1.0,908.5,461.5
70,3,46,1698.05,839.08,36.36000000000013,40.47999999999991,1,1,1.0,1716.23,859.32
71,3,47,986.2,609.87,26.1099999999999,29.870000000000005,1,1,1.0,999.255,624.8050000000001
72,3,48,1192.21,613.28,26.37999999999988,30.279999999999973,1,1,1.0,1205.4,628.42
73,3,49,424.57,790.71,34.49000000000001,37.26999999999998,1,1,1.0,441.815,809.345
74,3,52,1061.33,613.32,26.539999999999964,33.09999999999991,1,1,1.0,1074.6,629.87
75,3,53,1266.51,443.98,14.069999999999936,16.779999999999973,1,1,1.0,1273.545,452.37
76,3,54,1235.83,448.61,17.62000000000012,19.55000000000001,1,1,1.0,1244.6399999999999,458.385
77,3,55,1522.82,516.44,16.039999999999964,17.979999999999905,1,1,1.0,1530.84,525.4300000000001
78,3,56,1456.31,599.62,24.610000000000127,28.549999999999955,1,1,1.0,1468.615,613.895
79,3,57,835.38,531.75,20.5,24.0,1,1,1.0,845.63,543.75
80,3,58,802.82,489.66,17.539999999999964,19.06,1,1,1.0,811.59,499.19
81,3,59,1028.31,574.19,24.230000000000015,28.229999999999905,1,1,1.0,1040.425,588.3050000000001
82,3,61,752.95,475.3,20.50999999999999,22.409999999999968,1,1,1.0,763.205,486.505
83,3,62,935.72,543.6,23.0,26.029999999999973,1,1,1.0,947.22,556.615
84,3,63,888.8,535.41,19.980000000000015,23.96000000000004,1,1,1.0,898.79,547.39
85,3,64,976.88,566.75,22.24000000000001,25.25,1,1,1.0,988.0,579.375
86,3,66,1629.4,681.38,27.1099999999999,29.92999999999995,1,1,1.0,1642.955,696.345
87,3,67,1683.47,673.33,29.86999999999989,33.59999999999991,1,1,1.0,1698.405,690.13
88,3,68,379.18,818.2,40.24000000000001,44.03999999999997,1,1,1.0,399.3,840.22
89,3,69,234.87,817.17,36.39999999999998,42.08000000000004,1,1,1.0,253.07,838.21
90,3,70,1087.7,596.49,23.980000000000015,27.889999999999983,1,1,1.0,1099.69,610.435
91,3,71,970.48,523.01,22.69999999999993,25.66999999999996,1,1,1.0,981.8299999999999,535.845
92,3,72,833.37,457.69,17.700000000000045,19.19,1,1,1.0,842.22,467.285
93,3,73,785.36,450.72,21.370000000000005,21.379999999999995,1,1,1.0,796.0450000000001,461.41
94,3,74,786.25,696.67,29.840000000000032,35.50999999999999,1,1,1.0,801.1700000000001,714.425
95,3,75,713.89,687.38,28.870000000000005,32.110000000000014,1,1,1.0,728.325,703.435
96,3,76,1395.32,1030.28,57.25,48.559999999999945,1,1,1.0,1423.945,1054.56
97,3,77,1114.2,545.43,21.71000000000004,24.69000000000005,1,1,1.0,1125.055,557.775
98,3,78,1496.24,645.41,22.779999999999973,25.56000000000006,1,1,1.0,1507.63,658.19
99,3,79,1084.6,516.53,21.230000000000015,23.600000000000023,1,1,1.0,1095.215,528.3299999999999
100,3,80,1034.46,521.57,15.329999999999927,21.379999999999995,1,1,1.0,1042.125,532.26
101,3,81,1020.4,515.5,17.33000000000004,19.889999999999983,1,1,1.0,1029.065,525.4449999999999
102,3,82,891.18,475.0,21.08000000000004,23.110000000000014,1,1,1.0,901.72,486.555
103,3,83,829.94,475.19,19.09999999999991,20.220000000000027,1,1,1.0,839.49,485.3
104,3,84,902.12,451.25,19.25999999999999,22.75,1,1,1.0,911.75,462.625
105,4,46,1701.75,839.07,35.75,39.68999999999994,1,1,1.0,1719.625,858.915
106,4,47,988.3,610.74,26.350000000000023,30.230000000000015,1,1,1.0,1001.4749999999999,625.855
107,4,48,1195.07,614.86,26.350000000000136,30.33000000000004,1,1,1.0,1208.245,630.0250000000001
108,4,49,426.68,789.69,34.95999999999998,37.50999999999999,1,1,1.0,444.15999999999997,808.445
109,4,52,1062.87,615.34,26.51000000000022,32.870000000000005,1,1,1.0,1076.125,631.7750000000001
110,4,53,1268.03,444.95,14.1400000000001,16.569999999999993,1,1,1.0,1275.1,453.235
111,4,54,1237.45,449.19,17.529999999999973,19.31,1,1,1.0,1246.2150000000001,458.84499999999997
112,4,55,1523.13,518.09,16.179999999999836,17.99000000000001,1,1,1.0,1531.22,527.085
113,4,56,1458.94,600.84,24.299999999999955,27.980000000000015,1,1,1.0,1471.0900000000001,614.83
114,4,57,834.75,533.5,21.0,24.0,1,1,1.0,845.25,545.5
115,4,58,803.01,490.96,17.590000000000032,19.04000000000002,1,1,1.0,811.8050000000001,500.48
116,4,59,1028.9,575.84,23.92999999999984,27.969999999999917,1,1,1.0,1040.865,589.825
117,4,61,754.9,476.61,20.019999999999985,21.81,1,1,1.0,764.91,487.515
118,4,62,935.93,544.99,22.82000000000005,25.819999999999936,1,1,1.0,947.3399999999999,557.9
119,4,63,889.87,536.67,20.470000000000027,24.31000000000006,1,1,1.0,900.105,548.825
120,4,64,976.75,567.5,22.5,25.5,1,1,1.0,988.0,580.25
121,4,66,1624.71,680.55,26.94000000000005,29.8900000000001,1,1,1.0,1638.18,695.495
122,4,67,1677.51,673.28,29.50999999999999,33.27999999999997,1,1,1.0,1692.2649999999999,689.92
123,4,68,382.53,817.75,39.63000000000005,43.52999999999997,1,1,1.0,402.345,839.515
124,4,69,239.32,816.99,36.31999999999999,41.860000000000014,1,1,1.0,257.48,837.9200000000001
125,4,70,1088.56,597.86,23.8900000000001,27.980000000000015,1,1,1.0,1100.505,611.85
126,4,71,972.08,524.69,22.83999999999992,25.649999999999977,1,1,1.0,983.5,537.5150000000001
127,4,72,836.37,458.74,17.769999999999982,19.389999999999983,1,1,1.0,845.255,468.435
128,4,73,788.71,451.45,20.75,20.75,1,1,1.0,799.085,461.825
129,4,74,786.31,698.48,30.04000000000008,35.67999999999995,1,1,1.0,801.33,716.3199999999999
130,4,75,713.32,688.43,29.039999999999964,32.440000000000055,1,1,1.0,727.84,704.65
131,4,76,1400.0,1033.73,57.25,46.190000000000055,1,1,1.0,1428.625,1056.825
132,4,77,1115.49,546.86,21.670000000000076,24.779999999999973,1,1,1.0,1126.325,559.25
133,4,78,1492.88,645.37,23.00999999999999,25.779999999999973,1,1,1.0,1504.3850000000002,658.26
134,4,79,1085.68,517.2,21.230000000000015,23.59999999999991,1,1,1.0,1096.295,529.0
135,4,80,1035.46,523.38,15.319999999999936,21.379999999999995,1,1,1.0,1043.12,534.0699999999999
136,4,81,1021.89,517.77,17.32000000000005,19.879999999999995,1,1,1.0,1030.55,527.71
137,4,82,891.36,476.0,21.159999999999968,23.230000000000015,1,1,1.0,901.94,487.615
138,4,83,830.88,476.38,19.21000000000004,20.430000000000007,1,1,1.0,840.485,486.595
139,4,84,905.25,452.5,19.5,22.5,1,1,1.0,915.0,463.75
140,5,5,1411.6,577.7,26.830000000000155,29.33999999999992,1,1,1.0,1425.0149999999999,592.37
141,5,46,1705.46,839.06,35.11999999999989,38.91000000000008,1,1,1.0,1723.02,858.515
142,5,47,990.39,611.6,26.600000000000023,30.610000000000014,1,1,1.0,1003.69,626.905
143,5,48,1197.93,616.45,26.329999999999927,30.3599999999999,1,1,1.0,1211.095,631.63
144,5,49,428.79,788.66,35.44,37.75999999999999,1,1,1.0,446.51,807.54
145,5,52,1064.4,617.35,26.49000000000001,32.64999999999998,1,1,1.0,1077.645,633.675
146,5,53,1269.54,445.93,14.210000000000036,16.349999999999966,1,1,1.0,1276.645,454.105
147,5,54,1239.08,449.77,17.430000000000064,19.069999999999997,1,1,1.0,1247.795,459.305
148,5,55,1523.44,519.74,16.319999999999936,17.99000000000001,1,1,1.0,1531.6,528.735
149,5,56,1461.58,602.07,23.99000000000001,27.399999999999977,1,1,1.0,1473.5749999999998,615.77
150,5,57,834.12,535.25,21.5,24.0,1,1,1.0,844.87,547.25
151,5,58,803.21,492.26,17.620000000000005,19.019999999999985,1,1,1.0,812.02,501.77
152,5,59,1029.5,577.48,23.61999999999989,27.730000000000015,1,1,1.0,1041.31,591.345
153,5,61,756.85,477.91,19.529999999999973,21.20999999999998,1,1,1.0,766.615,488.515
154,5,62,936.15,546.38,22.620000000000005,25.600000000000023,1,1,1.0,947.46,559.1800000000001
155,5,63,890.94,537.94,20.959999999999923,24.639999999999983,1,1,1.0,901.4200000000001,550.26
156,5,64,976.62,568.25,22.75999999999999,25.75,1,1,1.0,988.0,581.125
157,5,66,1620.01,679.72,26.769999999999985,29.83999999999992,1,1,1.0,1633.395,694.64
158,5,67,1671.55,673.23,29.16000000000008,32.97000000000003,1,1,1.0,1686.1299999999999,689.715
159,5,68,385.89,817.29,39.02000000000004,43.01999999999998,1,1,1.0,405.4,838.8
160,5,69,243.76,816.8,36.25,41.65000000000009,1,1,1.0,261.885,837.625
161,5,70,1089.41,599.22,23.809999999999945,28.079999999999927,1,1,1.0,1101.315,613.26
162,5,71,973.69,526.36,22.979999999999905,25.629999999999995,1,1,1.0,985.1800000000001,539.175
163,5,72,839.37,459.79,17.850000000000023,19.59999999999997,1,1,1.0,848.2950000000001,469.59000000000003
164,5,73,792.07,452.17,20.120000000000005,20.129999999999995,1,1,1.0,802.1300000000001,462.235
165,5,74,786.36,700.28,30.25999999999999,35.860000000000014,1,1,1.0,801.49,718.21
166,5,75,712.75,689.48,29.21000000000004,32.76999999999998,1,1,1.0,727.355,705.865
167,5,76,1404.69,1037.18,57.25,43.819999999999936,1,1,1.0,1433.315,1059.0900000000001
168,5,77,1116.78,548.29,21.63000000000011,24.870000000000005,1,1,1.0,1127.595,560.7249999999999
169,5,78,1489.51,645.33,23.25999999999999,26.00999999999999,1,1,1.0,1501.1399999999999,658.335
170,5,79,1086.77,517.87,21.230000000000015,23.600000000000023,1,1,1.0,1097.385,529.6700000000001
171,5,80,1036.45,525.2,15.319999999999936,21.379999999999995,1,1,1.0,1044.1100000000001,535.8900000000001
172,5,81,1023.37,520.05,17.32000000000005,19.870000000000005,1,1,1.0,1032.03,529.9849999999999
173,5,82,891.53,477.0,21.25999999999999,23.33999999999997,1,1,1.0,902.16,488.66999999999996
174,5,83,831.83,477.57,19.299999999999955,20.650000000000038,1,1,1.0,841.48,487.89500000000004
175,5,84,908.38,453.75,19.74000000000001,22.25,1,1,1.0,918.25,464.875
176,6,5,1411.6,577.7,26.830000000000155,29.33999999999992,1,1,1.0,1425.0149999999999,592.37
177,6,46,1709.17,839.05,34.49000000000001,38.120000000000005,1,1,1.0,1726.415,858.1099999999999
178,6,47,992.49,612.47,26.850000000000023,30.970000000000027,1,1,1.0,1005.915,627.955
179,6,48,1200.78,618.03,26.309999999999945,30.399999999999977,1,1,1.0,1213.935,633.23
180,6,49,430.9,787.63,35.920000000000016,38.00999999999999,1,1,1.0,448.86,806.635
181,6,52,1065.94,619.37,26.470000000000027,32.41999999999996,1,1,1.0,1079.1750000000002,635.5799999999999
182,6,53,1271.05,446.9,14.289999999999964,16.129999999999995,1,1,1.0,1278.195,454.965
183,6,54,1240.7,450.35,17.34999999999991,18.83999999999997,1,1,1.0,1249.375,459.77
184,6,55,1523.76,521.39,16.440000000000055,17.99000000000001,1,1,1.0,1531.98,530.385
185,6,56,1464.21,603.29,23.680000000000064,26.83000000000004,1,1,1.0,1476.0500000000002,616.7049999999999
186,6,57,833.5,537.0,22.0,24.0,1,1,1.0,844.5,549.0
187,6,58,803.4,493.56,17.659999999999968,18.99000000000001,1,1,1.0,812.23,503.055
188,6,59,1030.1,579.12,23.310000000000173,27.49000000000001,1,1,1.0,1041.755,592.865
189,6,61,758.81,479.21,19.030000000000086,20.620000000000005,1,1,1.0,768.325,489.52
190,6,62,936.36,547.77,22.42999999999995,25.379999999999995,1,1,1.0,947.575,560.46
191,6,63,892.01,539.2,21.46000000000004,24.99000000000001,1,1,1.0,902.74,551.695
192,6,64,976.5,569.0,23.0,26.0,1,1,1.0,988.0,582.0
193,6,66,1615.32,678.89,26.590000000000146,29.789999999999964,1,1,1.0,1628.615,693.785
194,6,67,1665.59,673.17,28.800000000000185,32.67000000000007,1,1,1.0,1679.99,689.505
195,6,68,389.25,816.83,38.39999999999998,42.51999999999998,1,1,1.0,408.45,838.09
196,6,69,248.21,816.62,36.16999999999999,41.42999999999995,1,1,1.0,266.295,837.335
197,6,70,1090.26,600.58,23.74000000000001,28.18999999999994,1,1,1.0,1102.13,614.675
198,6,71,975.29,528.03,23.120000000000005,25.620000000000005,1,1,1.0,986.8499999999999,540.8399999999999
199,6,72,842.37,460.83,17.92999999999995,19.819999999999997,1,1,1.0,851.335,470.74
200,6,73,795.42,452.89,19.5,19.5,1,1,1.0,805.17,462.64
201,6,74,786.42,702.09,30.46000000000004,36.02999999999997,1,1,1.0,801.65,720.105
202,6,75,712.18,690.53,29.379999999999995,33.09000000000003,1,1,1.0,726.8699999999999,707.075
203,6,76,1406.17,1037.68,57.25,43.319999999999936,1,1,1.0,1434.795,1059.3400000000001
204,6,77,1118.07,549.72,21.600000000000136,24.970000000000027,1,1,1.0,1128.87,562.205
205,6,78,1486.14,645.29,23.5,26.230000000000015,1,1,1.0,1497.89,658.405
206,6,79,1087.85,518.54,21.230000000000015,23.600000000000023,1,1,1.0,1098.465,530.3399999999999
207,6,80,1037.44,527.02,15.319999999999936,21.379999999999995,1,1,1.0,1045.1,537.71
208,6,81,1026.08,519.97,17.320000000000164,19.850000000000023,1,1,1.0,1034.74,529.895
209,6,82,891.71,478.0,21.33999999999992,23.45999999999998,1,1,1.0,902.38,489.73
210,6,83,832.77,478.76,19.399999999999977,20.860000000000014,1,1,1.0,842.47,489.19
211,6,84,911.5,455.0,20.0,22.0,1,1,1.0,921.5,466.0
212,7,5,1415.38,579.47,25.25999999999999,27.409999999999968,1,1,1.0,1428.0100000000002,593.175
213,7,46,1712.88,839.03,33.86999999999989,37.35000000000002,1,1,1.0,1729.815,857.7049999999999
214,7,47,994.58,613.34,27.09999999999991,31.329999999999927,1,1,1.0,1008.13,629.005
215,7,48,1203.64,619.62,26.279999999999973,30.42999999999995,1,1,1.0,1216.7800000000002,634.835
216,7,49,433.01,786.61,36.38999999999999,38.25999999999999,1,1,1.0,451.205,805.74
217,7,52,1067.48,621.39,26.44000000000005,32.190000000000055,1,1,1.0,1080.7,637.485
218,7,53,1272.56,447.88,14.360000000000127,15.910000000000023,1,1,1.0,1279.74,455.835
219,7,54,1242.33,450.93,17.25,18.59999999999997,1,1,1.0,1250.955,460.23
220,7,55,1524.07,523.05,16.580000000000155,17.99000000000001,1,1,1.0,1532.3600000000001,532.045
221,7,56,1466.85,604.51,23.360000000000127,26.269999999999985,1,1,1.0,1478.53,617.645
222,7,57,832.88,538.75,22.5,24.0,1,1,1.0,844.13,550.75
223,7,58,803.6,494.86,17.68999999999994,18.970000000000027,1,1,1.0,812.4449999999999,504.345
224,7,59,1030.7,580.77,23.0,27.230000000000015,1,1,1.0,1042.2,594.385
225,7,61,760.76,480.51,18.529999999999973,20.03000000000003,1,1,1.0,770.025,490.525
226,7,62,936.57,549.15,22.239999999999892,25.180000000000064,1,1,1.0,947.6899999999999,561.74
227,7,63,893.09,540.47,21.93999999999994,25.329999999999927,1,1,1.0,904.06,553.135
228,7,64,976.38,569.75,23.24000000000001,26.25,1,1,1.0,988.0,582.875
229,7,66,1610.62,678.07,26.430000000000064,29.729999999999905,1,1,1.0,1623.835,692.935
230,7,67,1659.62,673.12,28.46000000000004,32.360000000000014,1,1,1.0,1673.85,689.3
231,7,68,392.6,816.37,37.79999999999996,42.00999999999999,1,1,1.0,411.5,837.375
232,7,69,252.65,816.44,36.09,41.20999999999992,1,1,1.0,270.695,837.0450000000001
233,7,70,1091.12,601.94,23.66000000000008,28.299999999999955,1,1,1.0,1102.9499999999998,616.09
234,7,71,976.89,529.7,23.269999999999985,25.6099999999999,1,1,1.0,988.525,542.505
235,7,72,845.37,461.88,18.00999999999999,20.03000000000003,1,1,1.0,854.375,471.895
236,7,73,798.78,453.61,18.870000000000005,18.879999999999995,1,1,1.0,808.2149999999999,463.05
237,7,74,786.48,703.9,30.66999999999996,36.21000000000004,1,1,1.0,801.815,722.005
238,7,75,711.61,691.58,29.539999999999964,33.41999999999996,1,1,1.0,726.38,708.29
239,7,76,1407.65,1038.17,57.25,42.82999999999993,1,1,1.0,1436.275,1059.585
240,7,77,1119.36,551.15,21.570000000000164,25.07000000000005,1,1,1.0,1130.145,563.685
241,7,78,1482.77,645.25,23.74000000000001,26.450000000000045,1,1,1.0,1494.6399999999999,658.475
242,7,79,1088.93,519.2,21.230000000000015,23.6099999999999,1,1,1.0,1099.545,531.005
243,7,80,1038.43,528.84,15.329999999999927,21.379999999999995,1,1,1.0,1046.095,539.53
244,7,81,1028.8,519.88,17.299999999999955,19.850000000000023,1,1,1.0,1037.4499999999998,529.8050000000001
245,7,82,891.89,478.99,21.41999999999996,23.579999999999984,1,1,1.0,902.5999999999999,490.78
246,7,83,833.71,479.96,19.5,21.069999999999997,1,1,1.0,843.46,490.495
247,7,84,914.62,456.25,20.25999999999999,21.75,1,1,1.0,924.75,467.125
248,8,5,1419.15,581.24,23.699999999999815,25.470000000000027,1,1,1.0,1431.0,593.975
249,8,46,1716.59,839.02,33.24000000000001,36.57000000000005,1,1,1.0,1733.21,857.3050000000001
250,8,47,996.67,614.21,27.350000000000023,31.69999999999993,1,1,1.0,1010.345,630.06
251,8,48,1206.5,621.2,26.25999999999999,30.469999999999917,1,1,1.0,1219.63,636.4350000000001
252,8,49,435.12,785.58,36.870000000000005,38.50999999999999,1,1,1.0,453.555,804.835
253,8,52,1069.01,623.4,26.430000000000064,31.970000000000027,1,1,1.0,1082.225,639.385
254,8,53,1274.07,448.86,14.430000000000064,15.689999999999998,1,1,1.0,1281.2849999999999,456.70500000000004
255,8,54,1243.96,451.51,17.149999999999864,18.360000000000014,1,1,1.0,1252.5349999999999,460.69
256,8,55,1524.38,524.7,16.7199999999998,17.99000000000001,1,1,1.0,1532.74,533.695
257,8,56,1469.48,605.74,23.059999999999945,25.68999999999994,1,1,1.0,1481.01,618.585
258,8,57,832.25,540.5,23.0,24.0,1,1,1.0,843.75,552.5
259,8,58,803.8,496.16,17.720000000000027,18.94999999999999,1,1,1.0,812.66,505.635
260,8,59,1031.3,582.41,22.69000000000005,26.99000000000001,1,1,1.0,1042.645,595.905
261,8,61,762.71,481.81,18.039999999999964,19.44,1,1,1.0,771.73,491.53000000000003
262,8,62,936.79,550.54,22.050000000000068,24.96000000000004,1,1,1.0,947.815,563.02
263,8,63,894.16,541.74,22.430000000000064,25.659999999999968,1,1,1.0,905.375,554.5699999999999
264,8,64,976.25,570.5,23.5,26.5,1,1,1.0,988.0,583.75
265,8,66,1605.92,677.24,26.25999999999999,29.67999999999995,1,1,1.0,1619.0500000000002,692.0799999999999
266,8,67,1653.66,673.07,28.09999999999991,32.049999999999955,1,1,1.0,1667.71,689.095
267,8,68,395.96,815.91,37.19,41.5,1,1,1.0,414.55499999999995,836.66
268,8,69,257.09,816.25,36.02000000000004,41.0,1,1,1.0,275.1,836.75
269,8,70,1091.97,603.3,23.579999999999927,28.40000000000009,1,1,1.0,1103.76,617.5
270,8,71,978.5,531.38,23.409999999999968,25.58000000000004,1,1,1.0,990.2049999999999,544.1700000000001
271,8,72,848.37,462.93,18.090000000000032,20.24000000000001,1,1,1.0,857.415,473.05
272,8,73,802.13,454.34,18.25,18.25,1,1,1.0,811.255,463.465
273,8,74,786.53,705.71,30.889999999999983,36.38,1,1,1.0,801.9749999999999,723.9000000000001
274,8,75,711.04,692.63,29.71000000000004,33.75,1,1,1.0,725.895,709.505
275,8,77,1120.65,552.58,21.529999999999973,25.159999999999968,1,1,1.0,1131.415,565.1600000000001
276,8,78,1479.4,645.21,23.99000000000001,26.66999999999996,1,1,1.0,1491.395,658.5450000000001
277,8,79,1090.02,519.87,21.230000000000015,23.610000000000014,1,1,1.0,1100.635,531.675
278,8,80,1039.42,530.66,15.329999999999927,21.379999999999995,1,1,1.0,1047.085,541.3499999999999
279,8,81,1031.51,519.8,17.299999999999955,19.83000000000004,1,1,1.0,1040.1599999999999,529.7149999999999
280,8,82,892.06,479.99,21.520000000000092,23.69,1,1,1.0,902.8199999999999,491.83500000000004
281,8,83,834.65,481.15,19.600000000000023,21.29000000000002,1,1,1.0,844.45,491.79499999999996
282,8,84,917.75,457.5,20.5,21.5,1,1,1.0,928.0,468.25
283,9,5,1422.93,583.01,22.12999999999988,23.529999999999973,1,1,1.0,1433.995,594.775
284,9,46,1720.29,839.01,32.63000000000011,35.77999999999997,1,1,1.0,1736.605,856.9
285,9,47,998.77,615.07,27.58999999999992,32.069999999999936,1,1,1.0,1012.5649999999999,631.105
286,9,48,1209.36,622.78,26.230000000000015,30.519999999999985,1,1,1.0,1222.475,638.04
287,9,49,437.23,784.56,37.339999999999975,38.75,1,1,1.0,455.9,803.935
288,9,52,1070.55,625.42,26.40000000000009,31.74000000000001,1,1,1.0,1083.75,641.29
289,9,53,1275.59,449.83,14.5,15.480000000000018,1,1,1.0,1282.84,457.57
290,9,54,1245.58,452.09,17.060000000000173,18.120000000000005,1,1,1.0,1254.1100000000001,461.15
291,9,55,1524.69,526.35,16.8599999999999,18.0,1,1,1.0,1533.12,535.35
292,9,56,1472.12,606.97,22.74000000000001,25.110000000000014,1,1,1.0,1483.4899999999998,619.5250000000001
293,9,57,831.62,542.25,23.5,24.0,1,1,1.0,843.37,554.25
